id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,move_count
sZWZWLUP,True,1502566104594.0,1502569001293.0,159,mate,white,25+0,sirius_rus,1619,spiteknight,1662,e4 c5 Nf3 d6 Bb5+ Nd7 O-O Nf6 Re1 a6 Bf1 b5 a3 Bb7 d3 e5 b3 Be7 Be3 O-O Nbd2 Rc8 c4 Ng4 b4 Nxe3 Rxe3 h6 bxc5 Nxc5 cxb5 axb5 Nb3 d5 Nxe5 dxe4 d4 Nxb3 Rxb3 Qd5 Rxb5 Qe6 Rxb7 Rfd8 Bc4 Rxc4 Nxc4 Bc5 Qc2 Bxd4 Rd1 Qc6 Rxd4 Rxd4 Rb4 Kf8 h3 f5 Qb3 Qc7 Ne3 Rd8 Rc4 Qa5 Qb4+ Qxb4 axb4 f4 Ng4 Kf7 Rxe4 g5 f3 Kg6 Kf2 Rd2+ Re2 Rd4 Rb2 Kf5 b5 h5 Nh2 Rd7 b6 Rb7 Nf1 Ke6 Nd2 Kd6 Ne4+ Kc6 Nxg5 Rxb6 Rxb6+ Kxb6 Ne6 Kc6 Nxf4 h4 Ng6 Kd6 Nxh4 Ke5 g4 Kf6 f4 Kg7 f5 Kh6 Nf3 Kg7 Ne5 Kf6 Nc4 Kg5 Kg3 Kf6 h4 Kg7 Kf4 Kh6 f6 Kg6 h5+ Kxf6 g5+ Kg7 Kf5 Kh7 g6+ Kh6 Kf6 Kxh5 Kf7 Kh6 g7 Kg5 g8=Q+ Kf4 Qg6 Kf3 Qe6 Kf4 Kf6 Kf3 Qe5 Kg4 Qf5+ Kg3 Qf1 Kg4 Ke5 Kg5 Qg2+ Kh6 Kf6 Kh5 Qg5#,B51,Sicilian Defense: Canal-Sokolsky Attack,5,159
g5AVWcp2,True,1504261664215.0,1504263779734.0,72,resign,black,15+15,chessmageddon,2222,rawhuman,2029,e4 e6 d4 d5 e5 c5 c3 Qb6 Nf3 Nc6 a3 Nh6 b4 cxd4 cxd4 Nf5 Bb2 Be7 Bd3 g5 g4 Nh4 Nxh4 gxh4 b5 Nxd4 a4 Bd7 O-O h3 Nd2 Rg8 a5 Qc5 Rc1 Qb4 Bc3 Qa3 Nb1 Qb3 Bxd4 Qxd1 Rfxd1 Rxg4+ Kh1 Rxd4 Nc3 Rc8 Ne2 Rxc1 Nxc1 b6 axb6 axb6 Rg1 Ba3 Bxh7 Bxb5 Nb3 Rh4 Bc2 Bb2 Rg8+ Kd7 Rb8 Kc7 Rf8 Rf4 Kg1 Bxe5 Nd2 Bd4,C02,French Defense: Advance Variation |  Lputian Variation,12,72
kMQp9E8m,True,1396355518792.0,1396357624235.0,90,resign,black,15+60,great-mate-super-gre,1705,8124524987,1348,c4 d5 cxd5 Qxd5 Nc3 Qe5 Nf3 Qe6 e4 Nc6 d4 Qg6 Bc4 Nf6 Nb5 Qxe4+ Be3 Kd8 Bxf7 Be6 Bxe6 Qxe6 Nc3 Qg4 O-O e6 h3 Qf5 a3 Ne4 Ne2 Bd6 Qd3 Kd7 b4 Rad8 Nh4 Qd5 Nf3 e5 b5 Na5 Rad1 exd4 Bxd4 Kc8 Bxg7 Qxd3 Rxd3 Rhe8 Bb2 Nc4 Rb3 Nc5 Rb4 Rxe2 Rxc4 Rxb2 Rfc1 Rxb5 a4 Ra5 Ra1 Nb3 Rb1 Nc5 Rb5 Rxa4 Rxa4 Nxa4 Ra5 Nc3 Rxa7 Kb8 Ra1 Bf4 g3 Bh6 Kg2 Bg7 Ra5 Re8 Rg5 Bh8 Rh5 Re7 Ng5 b5 Nxh7 b4,A10,English Opening: Anglo-Scandinavian Defense,2,90
eiMFynHs,True,1498080000000.0,1498080000000.0,112,draw,draw,10+0,federico57,2273,willyjohnson,2225,e4 c5 Nf3 d6 Nc3 Nc6 g3 Nf6 Bg2 g6 d4 cxd4 Nxd4 Bd7 Nde2 Bg7 h3 a6 O-O O-O Be3 Qa5 Nd5 Nxd5 exd5 Ne5 b3 f5 Nd4 h6 f4 Nf7 c4 Rae8 Qe1 Qxe1 Rfxe1 Nd8 Rac1 Rf7 Bf2 e5 dxe6 Nxe6 Red1 Bxd4 Bxd4 Bc6 Bc3 Bxg2 Kxg2 Nc5 Rxd6 Re2+ Kg1 Rfe7 Bb4 Rc7 Bxc5 Rxc5 Rxg6+ Kh7 Rd6 Rxa2 Rd7+ Kg6 b4 Rc6 Rxb7 Re6 g4 Ree2 gxf5+ Kxf5 Rf7+ Kg6 Rd7 Rg2+ Kf1 Raf2+ Ke1 Re2+ Kd1 Ref2 Re7 Rxf4 Rc3 Rb2 Ke1 Rxb4 c5 Rfe4+ Rxe4 Rxe4+ Kf2 Re8 c6 Rc8 c7 Kf5 Rc6 h5 Ke3 Ke5 Rc5+ Kd6 Rxh5 Rxc7 Rh6+ Ke5 Rxa6 Rc3+,B50,Sicilian Defense,4,112
q8AKR7Og,False,1500180000000.0,1500180000000.0,39,resign,black,5+5,tidalbutt,1413,aldok,1430,e4 d5 d3 e6 exd5 Qxd5 c4 Qa5+ Bd2 Qe5+ Be2 Qxb2 Nc3 Nf6 Na4 Qe5 Nf3 Qd6 O-O Be7 h3 O-O Bg5 h6 Bxf6 Bxf6 Rb1 b6 d4 Rd8 d5 exd5 cxd5 Qxd5 Nc3 Bxc3 Bd3 Qxd3 Qxd3,B01,Scandinavian Defense,2,39
nJfNoT29,True,1448010000000.0,1448010000000.0,45,resign,white,15+0,misha19701309,1935,apis11,1999,b3 e5 Bb2 Nc6 e3 d5 Bb5 Bd7 Bxc6 Bxc6 Bxe5 Nf6 Nf3 Bd6 Bxd6 Qxd6 Nd4 O-O Nxc6 Qxc6 O-O Rad8 d4 Rfe8 Nd2 Qd6 h3 Nh5 Qxh5 Re6 c4 c6 cxd5 Rh6 Qe5 Qg6 Qg3 Qf5 dxc6 Rxc6 Rac1 Rg6 Qf3 Qe6 Rc7,A01,Nimzo-Larsen Attack: Modern Variation #4,5,45
jDBTE5oq,True,1491247794355.0,1491247985298.0,43,resign,white,10+0,anirban007,1686,cutiepanda,1606,e4 e5 Nf3 Nc6 Bc4 h6 d3 Nf6 Nc3 Bb4 Bd2 a6 a3 Bxc3 Bxc3 O-O Nxe5 Nxe5 Bxe5 d6 Bf4 Re8 O-O Bg4 f3 Be6 Bxe6 Rxe6 Qd2 Qe7 d4 Re8 d5 Nxd5 exd5 Re2 Qc3 Qh4 Bg3 Qg5 Qxc7 R8e6 dxe6,C55,Italian Game: Anti-Fried Liver Defense,6,43
sgd6mpSF,True,1473710000000.0,1473710000000.0,114,mate,black,8+0,rezamoghimi2020,1603,russiansober,1727,d4 Nf6 e3 g6 Nf3 Bg7 a3 d6 c3 O-O Be2 Bg4 h3 Bf5 Bd2 Re8 a4 e5 Na3 exd4 cxd4 Nc6 Bb5 Be4 Bxc6 Bxc6 Bc3 Ne4 O-O d5 Ne5 Bd7 Nxd7 Qxd7 Nc2 g5 f3 Ng3 Rf2 h5 f4 gxf4 exf4 h4 Rf3 Re4 Ra3 Rae8 Kh2 Qf5 Qd3 Rxf4 Qxf5 Rxf5 Rxf5 Nxf5 Be1 Re2 Rf3 Nxd4 Nxd4 Bxd4 Bxh4 Rxb2 Rd3 Be5+ Bg3 Bxg3+ Kxg3 c6 h4 Ra2 h5 Rxa4 h6 Kh7 Rf3 Kxh6 Rxf7 Kg6 Rxb7 c5 Rc7 c4 Kf3 d4 Rc6+ Kf5 g3 d3 g4+ Ke5 Rc5+ Kd4 Rb5 c3 Kf4 d2 Re5 Kd3+ Kf3 d1=Q+ Kg3 Qxg4+ Kf2 Qf4+ Ke1 Qxe5+ Kf2 Rf4+ Kg3 Qg5+ Kh3 Rh4#,A45,Indian Game,2,114
TMNMnaD7,False,1502890000000.0,1502890000000.0,41,outoftime,white,10+0,jonikss,1245,energique,1450,e4 c6 d4 d5 e5 Bf5 Bd3 Bxd3 Qxd3 e6 Nf3 Ne7 Ng5 h6 Nh3 Na6 Qf3 Nf5 g4 Nxd4 Qf4 Nxc2+ Kf1 Nxa1 g5 hxg5 Nxg5 Qd7 Nc3 Be7 Rg1 Rxh2 Qxf7+ Kd8 Qg8+ Qe8 Nf7+ Kd7 Qxg7 Bf8 Qf6,B12,Caro-Kann Defense: Advance Variation,5,41
A75niRgn,True,1423179945584.0,1423180580363.0,37,mate,white,15+5,dogmang,1565,marronnes,1709,Nc3 e5 e4 Nf6 Bc4 c6 d4 exd4 Qxd4 c5 Qd3 Nc6 Nf3 Be7 e5 Ng4 Bf4 O-O h3 Nxf2 Kxf2 Bh4+ Nxh4 Qxh4+ Qg3 Qe7 Nd5 Qd8 Bg5 Qa5 Nf6+ Kh8 Qh4 gxf6 Bxf6+ Kg8 Qg5#,C26,Vienna Game: Stanley Variation,5,37
lgGIFh4f,True,1504466352174.0,1504466618719.0,39,draw,draw,10+0,eraldii,1894,bbsd,1781,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Bc5 Re1 O-O c3 d6 d4 Ba7 Bxc6 bxc6 dxe5 dxe5 Qxd8 Rxd8 Nxe5 Bd7 Nxd7 Rxd7 Bg5 Nxe4 Be3 Bxe3 fxe3 Rad8 h3 Rd1 Na3 Rxa1 Rxa1 Rd2 Nc4,C78,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation,10,39
08tpZIU3,False,1491090479470.0,1491090889422.0,31,resign,white,10+5,shadowdatsas,1522,imad13,1542,e4 e5 f4 d5 exd5 Qxd5 Nc3 Qe6 fxe5 Qxe5+ Qe2 Qxe2+ Bxe2 Bf5 d3 Bb4 Bf4 c6 Nf3 Nf6 O-O Na6 a3 Bxc3 bxc3 Nc5 Nd4 Ne6 Nxf5 Nxf4 Rxf4,C31,King's Gambit |  Falkbeer Countergambit Accepted,5,31
KRyjXjsx,True,1481116092401.0,1481116532331.0,41,resign,white,10+0,zenga,2048,ramin741,1852,e4 d6 d4 g6 f3 Bg7 Be3 Nf6 Nc3 O-O Qd2 b6 Bc4 Bb7 Nge2 Nbd7 Bh6 a6 Bxg7 Kxg7 h4 b5 Bb3 c5 Bd5 Nxd5 Nxd5 e6 Ndf4 cxd4 h5 Rc8 hxg6 fxg6 Nxe6+ Kf7 Nxd8+ Rfxd8 Rxh7+ Kg8 Qh6,B07,Pirc Defense #5,3,41
6zUtwmrU,True,1496390000000.0,1496390000000.0,13,resign,white,10+0,ronmexico90,1374,hasan_al-banna,1408,e3 e5 b3 d5 Bb2 Nc6 Bb5 Bd7 Bxc6 Bxc6 Bxe5 Bd6 Bxg7,A00,Van't Kruijs Opening,1,13
NhnGIoid,True,1497295665195.0,1497296873003.0,149,mate,white,15+10,thegasmask,1357,ereneymenb,1300,c4 c5 Nc3 Nc6 e4 e5 d3 d6 Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O Bg5 Bg4 Nd5 Nd4 h3 h6 Bxf6 Bxf3 Bxd8 Bxd1 Ne7+ Kh8 Ba5 Ne2+ Kh1 Ba4 Bc7 Bc2 Bxd6 Bxd3 Nxg6+ fxg6 Bxf8 Nxg3+ Kg1 Bxf1 Bxf1 Rxf8 fxg3 Rf3 Bg2 Rxg3 Rd1 Re3 Rd8+ Kh7 Rd7 Re1+ Kf2 Rb1 b3 Rb2+ Kg3 Rxa2 Rxb7 Kg8 h4 Rb2 Bh3 a5 Be6+ Kh7 Kf3 a4 Ra7 axb3 Rc7 Ra2 Rxc5 b2 Rb5 g5 c5 gxh4 c6 Ra1 Rxb2 Rc1 Bd7 Kg6 Rb7 Kg5 c7 Bf6 c8=Q Rxc8 Bxc8 Kh5 Rb6 Bg5 Re6 Bf4 Rf6 Kg5 Rf5+ Kg6 Kg2 h5 Kh3 Bg3 Bd7 Kg7 Rxh5 Kf7 Rxh4 Bxh4 Kxh4 Kf6 Kg4 Ke7 Bc8 Kd6 Kf5 Kc7 Be6 Kd6 Bg8 Ke7 Kxe5 Kf8 Ba2 Ke8 Kf6 Kf8 e5 Ke8 e6 Kf8 Bb3 Ke8 Ba4+ Kf8 e7+ Kg8 Bb5 Kh7 Kf7 Kh8 e8=Q+ Kh7 Qg8+ Kh6 Qg6#,A35,English Opening: Symmetrical Variation |  Two Knights Variation,4,149
5wjdYZnY,True,1401191055077.0,1401191442844.0,32,mate,black,7+7,trial-__gre,1502,aaoott,1318,d4 d5 c4 e5 dxe5 f6 exf6 Bb4+ Nc3 Qxf6 cxd5 Ne7 Bd2 O-O Qb3 Qxf2+ Kd1 Qxf1+ Be1 Nbc6 dxc6+ Kh8 cxb7 Bxb7 e4 Rad8+ Nd5 Bxe1 Qxb7 Qd3+ Kxe1 Rf1#,D08,Queen's Gambit Refused: Albin Countergambit,4,32
UAyNP5uD,True,1500890000000.0,1500890000000.0,10,resign,black,10+0,del157,1248,artem555,1568,Nc3 d5 d4 Nf6 Nf3 Bf5 Bf4 a6 e3 Nc6,D01,Queen's Pawn Game: Chigorin Variation,4,10
J512ahCq,True,1499700000000.0,1499700000000.0,37,resign,white,10+0,barrow-wight,1345,giraffacollocorto,1296,e4 e5 Bd3 d6 Nf3 h6 O-O c6 Be2 Nf6 c4 Be7 d3 Ng4 h3 Nf6 Nc3 Nh5 Nd2 Nf4 Nb3 Bxh3 Bf3 Bxg2 Bxg2 Bh4 Bxf4 Bg5 Bxg5 Qxg5 Na5 Nd7 Nxb7 Rb8 Nxd6+ Kd8 Nxf7+,C20,King's Pawn Game: Tortoise Opening,3,37
O037dETy,False,1503738724395.0,1503739077249.0,60,resign,black,7+2,taranga,1289,armourbuddy,1810,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 Nc3 a6 Bc4 e6 Bf4 Nc6 Nxc6 bxc6 Kf1 Ne7 Ke2 d5 exd5 cxd5 Bb3 O-O Re1 a5 Nb5 Ba6 c4 dxc4 Bxc4 Qxd1+ Raxd1 Nf5 Kf1 Nd4 Nxd4 Bxc4+ Kg1 Bxa2 Nb5 Bd5 Nc7 Rad8 Nxd5 Rxd5 Bd6 Rxd1 Rxd1 Rd8 Kf1 Bf8 Ke1 Bxd6 Ra1 Rb8 Rxa5 Bb4+ Kd1 Bxa5,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5,60
2dzDMQAo,True,1464984115079.0,1464984737172.0,48,resign,black,9+8,artesano08,1938,unrim,1923,e4 c5 Nc3 Nc6 f4 g6 Nf3 Bg7 d3 d6 h3 Nf6 Be3 Nh5 g4 Ng3 Rg1 Nxf1 Kxf1 h5 g5 Bxh3+ Kf2 Bg4 Qd2 Nd4 Bxd4 cxd4 Nd5 e6 Nf6+ Bxf6 gxf6 Qxf6 Raf1 e5 fxe5 dxe5 Ke1 Bxf3 Qf2 Rc8 Kd2 Qf4+ Ke1 Bg4 Rxg4 Qxf2+,B23,Sicilian Defense: Grand Prix Attack,5,48
uvux5Jib,True,1503906293018.0,1503906714854.0,64,resign,black,10+0,blessedup,1888,papase,1875,Nf3 d5 c4 c6 b3 f5 Bb2 e6 g3 Nf6 Bg2 Bd6 O-O O-O Nc3 a6 Rc1 b5 c5 Be7 b4 a5 a3 axb4 axb4 Bd7 Ra1 Na6 Qb3 Be8 Ne5 Qc7 f4 Bh5 Bf3 Bxf3 Rxf3 Ne4 d3 Nd2 Qd1 Nxf3+ exf3 Nxb4 Rxa8 Rxa8 g4 fxg4 fxg4 d4 Ne2 Bxc5 Nxd4 Bxd4+ Bxd4 c5 Bc3 Nd5 f5 Nxc3 Qb3 Qxe5 fxe6 Ra1+,A12,Reti Opening: Anglo-Slav Variation |  Bogoljubov Variation |  III,5,64
bMa1XPHg,True,1490074590966.0,1490075268416.0,59,outoftime,white,10+0,andyfi,1446,kingslayer92,1739,d4 Nf6 e3 e6 g3 d5 Bg2 Bd6 c3 O-O Nd2 Nc6 Ngf3 Re8 O-O e5 dxe5 Nxe5 Nxe5 Bxe5 Re1 c6 e4 Bc7 Nb3 Nxe4 Qf3 f5 Be3 Bd7 Bd4 Qg5 Nc5 Nd2 Qd3 Rxe1+ Rxe1 Rd8 Be3 Re8 Nxd7 Rxe3 Rxe3 Ne4 Nc5 Bb6 Re1 Bxc5 Qf3 Nxf2 Kf1 Qd2 Qh5 Qd3+ Re2 Qd1+ Re1 Qxh5 Re5,A45,Indian Game,2,59
EpnGLcxN,True,1495500715610.0,1495502978727.0,93,resign,white,15+15,curseofthesadmonk,1608,raxis,1500,e4 e5 Nf3 Nc6 Bb5 d6 d4 Bd7 d5 Nce7 Bxd7+ Qxd7 c4 g6 Bg5 Bg7 Qd2 h6 Be3 c5 Nc3 a6 a3 Nf6 Qe2 g5 h3 Ng6 g3 O-O h4 Qg4 hxg5 hxg5 Bxg5 Nh7 Bh4 f5 Ng5 Qxe2+ Kxe2 Nxg5 Bxg5 f4 Rh5 Kf7 Rah1 Rh8 Rh7 Rxh7 Rxh7 Rh8 Rxh8 Bxh8 Na4 Bf6 Bxf6 Kxf6 Nb6 Ne7 gxf4 exf4 Nd7+ Kg5 Kf3 Ng6 Nb6 Ne5+ Ke2 Kg4 b3 f3+ Ke3 Kh3 Nc8 Kg2 Nxd6 Ng4+ Kf4 Nxf2 Nf5 Nh3+ Kg4 f2 d6 f1=Q Ne3+ Kg1 Nxf1 Nf2+ Kf5 Nxe4 Kxe4,C62,Ruy Lopez: Steinitz Defense,6,93
RM7w84vn,True,1503746873891.0,1503747581243.0,71,mate,white,5+5,alstef56,1700,zhaska,1706,d4 d5 b4 Nf6 c3 Bf5 e3 e6 Bb2 b6 a3 c5 bxc5 bxc5 Nf3 c4 h3 Bd6 Be2 h6 a4 Nc6 Ba3 Bc7 Bc5 Bb6 Ba3 Rb8 O-O g5 Nh2 h5 Nd2 Bg6 f3 Rg8 e4 dxe4 fxe4 Nxe4 Nxe4 Bxe4 Bxh5 Rg7 Ng4 e5 Nf6+ Qxf6 Rxf6 exd4 cxd4 Bxd4+ Kh1 Rd8 Rxc6 Bxc6 Qe2+ Kd7 Rd1 Kc8 Bg4+ Kb8 Qxc4 Bxg2+ Kxg2 Bb6 Rxd8+ Bxd8 Bd6+ Ka8 Qc8#,D00,Queen's Pawn Game,2,71
6xsGO2yT,True,1499624938217.0,1499625007075.0,12,resign,white,5+10,zaeemalam,1500,jameleddine,2037,e4 d5 exd5 e6 d4 exd5 Nc3 Bf5 Bf4 Nc6 Nf3 Nf6,C01,French Defense: Exchange Variation,5,12
JJPNSCvY,True,1493550147366.0,1493550518434.0,34,resign,black,10+3,vigoregino,1634,fishoutofwater,1807,e4 d6 d3 Nd7 c3 Ngf6 f4 e5 f5 Nxe4 dxe4 Qh4+ Ke2 Qxe4+ Be3 Nc5 Nf3 Qxf5 g3 Be6 Bg2 d5 b4 Ne4 Qa4+ c6 Qb3 Rd8 Qc2 d4 cxd4 Nxg3+ hxg3 Qxc2+,B07,Pirc Defense #4,2,34
BrymSHwW,True,1455110000000.0,1455110000000.0,23,mate,white,14+0,saitama_opm,1629,livia_dq1,1713,e4 e5 Nf3 d6 Bc4 h6 d4 Nd7 dxe5 dxe5 Bxf7+ Kxf7 Nxe5+ Ke6 Qd5+ Kf6 Qf7+ Kxe5 Bf4+ Kxe4 Nc3+ Kd4 Qd5#,C41,Philidor Defense #3,5,23
C0Z8PE7K,False,1494507440330.0,1494507533218.0,10,outoftime,black,5+8,nombre9000,1500,dkorezin5,1371,e4 e5 Bc4 Nf6 Nf3 Bc5 d3 O-O O-O c6,C42,Russian Game: Urusov Gambit,5,10
zn1kxwyo,True,1498704982193.0,1498705201299.0,42,resign,black,10+0,rodrigocatalunya,1500,airph,1466,e4 c5 Bc4 d6 Qf3 Nf6 b3 Be6 Bb5+ Nc6 Nc3 g6 Bb2 Bg7 Na4 a6 Bxc6+ bxc6 h3 O-O Ne2 d5 e5 Nd7 d4 cxd4 Bxd4 Nxe5 Nc5 Nxf3+ gxf3 Bxd4 Nxd4 Qa5+ b4 Qxb4+ c3 Qxc3+ Ke2 Qxd4 Nxe6 fxe6,B20,Sicilian Defense: Bowdler Attack,3,42
7tghWvRh,True,1499177769798.0,1499178344625.0,79,resign,white,10+0,tironislux,1661,andizzz,1632,e4 d6 d4 Bd7 Nc3 e6 Bc4 Ne7 e5 d5 Bd3 Nf5 Nf3 Be7 Bxf5 exf5 Bf4 Be6 Qd3 O-O Bg3 c5 O-O-O c4 Qe2 Bb4 Nb5 a6 Nd6 Qd7 Ng5 b5 Nxe6 fxe6 h4 a5 c3 Bxd6 exd6 b4 Be5 Nc6 h5 Nxe5 Qxe5 h6 Rd2 bxc3 bxc3 a4 a3 Rab8 Rb2 Rb3 Rxb3 axb3 Kb2 Rd8 Rh4 Qxd6 g4 Qxe5 dxe5 Kh7 gxf5 exf5 f4 Re8 Rh2 Re6 Rd2 g6 Rxd5 gxh5 Rd6 Re7 e6 h4 Rd7,B07,Pirc Defense #5,3,79
rQCL2WrA,False,1504290729151.0,1504291313175.0,37,resign,white,10+3,gilito,1969,thefrenchtactics,1365,e4 e6 Nf3 c5 c4 b6 Nc3 Bb7 d3 Be7 g3 Nf6 Bg2 d5 exd5 exd5 O-O O-O Qc2 dxc4 dxc4 Re8 Bf4 Nbd7 Rad1 Bc6 Nd5 Nxd5 cxd5 Bb5 Rfe1 Qc8 d6 Bf6 Rxe8+ Qxe8 Ng5,B40,Sicilian Defense: Kramnik Variation,5,37
qe8R9dnY,True,1484830000000.0,1484830000000.0,35,resign,white,10+0,gamingprof,1538,tatanov,1545,e4 e5 f4 Qf6 Nc3 Bc5 Nd5 Qd6 Qg4 g6 fxe5 Qxe5 Nf3 Qh5 Nxc7+ Kf8 Nxa8 Qxg4 d4 Qxe4+ Kd1 d6 dxc5 Bg4 Be2 Qd5+ Bd2 Qxc5 Bc3 Qd5+ Kc1 Qg5+ Nxg5 Bxe2 Bxh8,C30,King's Gambit Declined |  Norwalde Variation,4,35
R1Sz9NyP,True,1501584752898.0,1501585102769.0,37,resign,white,10+2,centu,1564,denisgodunov,1567,d4 d5 c4 e6 a3 dxc4 Nc3 g6 e4 Bg7 Nf3 b6 Bxc4 Bb7 d5 exd5 exd5 Nf6 O-O O-O Bg5 Nbd7 Bb5 a6 Bc6 Bxc6 dxc6 Nc5 Qxd8 Raxd8 Ne5 Ne6 Nd7 Rfe8 Bxf6 Bxf6 Nxf6+,D30,Queen's Gambit Declined,4,37
4FBIVMEA,True,1446000000000.0,1446000000000.0,39,outoftime,white,10+0,hannibal66,1679,tarnanas,1565,e4 e5 f4 exf4 Nf3 Nf6 d4 Nxe4 Bxf4 Be7 Nbd2 Ng5 Qe2 O-O O-O-O Re8 Qd3 d6 h4 Nxf3 Nxf3 Bg4 h5 h6 Qd2 Nc6 c3 Bxf3 gxf3 Na5 Rg1 Kh8 Bxh6 g6 hxg6 Rg8 g7+ Kh7 Bd3+,C34,King's Gambit Accepted |  Schallopp Defense,6,39
vSg4Fpx0,True,1501339800755.0,1501340828730.0,36,mate,black,25+5,beatpoet,1636,paulorojas,1649,e4 c6 d4 d5 e5 Bf5 Nf3 e6 Bd3 Ne7 Bg5 Bg6 Bxg6 hxg6 Qd3 Qc7 Nbd2 Nd7 c4 O-O-O Rc1 c5 cxd5 exd5 O-O c4 Nxc4 dxc4 Rxc4 Nc6 d5 Ndxe5 Nxe5 Qxe5 Bxd8 Qxh2#,B12,Caro-Kann Defense: Advance Variation |  Short Variation,7,36
Fy2HWpUR,True,1504313989482.0,1504314405189.0,58,mate,black,8+0,howchessyt,1177,architpatel,1316,e4 e5 Nf3 Qf6 Bc4 Be7 Nc3 c6 b4 d6 b5 Qg6 bxc6 Nxc6 Nd5 Kd8 Nxe7 Ngxe7 Ba3 Qxg2 Rg1 Qh3 Rxg7 Bg4 Rxf7 Bxf3 Rxf3 Qxh2 Bxd6 Qh1+ Ke2 Qh5 Ke1 Kd7 Bxe7 Nxe7 Bb5+ Kd6 Rd3+ Kc5 c4 Qh1+ Ke2 Qxe4+ Kf1 Qxd3+ Ke1 Qe4+ Kf1 Rag8 Qe1 Qd3+ Qe2 Qh3+ Ke1 Rg1+ Qf1 Qxf1#,C40,King's Pawn Game: McConnell Defense,4,58
GkNVnmLX,True,1484070000000.0,1484080000000.0,70,mate,black,20+30,zainescu,1528,lcover,1468,e4 c6 d4 d5 e5 Bf5 Nf3 e6 Bd3 Bxd3 Qxd3 Bb4+ Bd2 Bxd2+ Nbxd2 Na6 c4 Qa5 O-O Nb4 Qc3 b6 c5 Ne7 cxb6 axb6 a3 Na6 b4 Qa4 Rfb1 Rb8 Qd3 O-O b5 Nc7 bxc6 Nxc6 Qb3 b5 Rc1 Qa6 a4 Rfc8 axb5 Qxb5 Rc5 Qxb3 Nxb3 Rxb3 Rxc6 Rcb8 h3 Nb5 Rac1 Na7 Rc7 R3b7 Ng5 Rxc7 Rxc7 Nb5 Rxf7 Nxd4 Rd7 Ne2+ Kf1 Nd4 Rd6 Rb1#,B12,Caro-Kann Defense: Advance Variation |  Short Variation,7,70
t52hyan7,True,1503180000000.0,1503180000000.0,41,mate,white,10+0,kile,1923,bischopscup,1258,e4 c6 d4 d5 exd5 cxd5 Nf3 a6 Bd3 Nc6 O-O Nf6 c3 Bg4 h3 Bxf3 Qxf3 e5 dxe5 Nxe5 Qe2 Be7 Qxe5 O-O Re1 Bd6 Qg5 h6 Qf5 Rc8 g4 Rc5 b4 Rxc3 Nxc3 d4 Nd5 Bxb4 Nxf6+ Qxf6 Qh7#,B13,Caro-Kann Defense: Exchange Variation,5,41
jdzm5Rm8,True,1478290000000.0,1478290000000.0,70,resign,black,10+10,shandvend,1804,darobertson,1736,d4 d5 Bf4 Bf5 c4 c6 e3 e6 Nc3 Nf6 Nf3 Bb4 a3 Ba5 b4 Bb6 Ne5 Nbd7 b5 Ba5 bxc6 Bxc3+ Ke2 Bxa1 cxd7+ Nxd7 Qxa1 Nxe5 Bxe5 Qg5 c5 O-O Qb2 Qg4+ f3 Qg6 h4 Bd3+ Kf2 Bxf1 Rxf1 f6 Bd6 Rf7 g4 f5 h5 Qf6 gxf5 Qxf5 h6 Qxf3+ Kg1 Qg4+ Kh1 Rxf1+ Kh2 Qg1+ Kh3 Qh1+ Bh2 Rf3+ Kg4 Raf8 hxg7 R8f7 c6 Rxg7+ Kh4 Qe1+,D00,Queen's Pawn Game: Mason Attack,3,70
3jO74gcs,True,1486610000000.0,1486610000000.0,81,mate,white,15+15,jdy,1094,krivdamelnik86,1144,e4 e5 Nc3 Bb4 Nd5 c5 c3 Ba5 Qa4 b6 d3 b5 Qxb5 Nc6 Be3 a6 Qa4 Rb8 Bxc5 Rxb2 Nf3 Bxc3+ Kd1 Qa5 Qa3 Qb5 Nc7+ Kd8 Nxb5 axb5 Bb6+ Ke8 Qxc3 Rxf2 Rb1 b4 Qb3 Ba6 Bc5 Nge7 Ng5 d5 Rb2 Rf6 a3 h6 Nf3 g5 axb4 Nd8 Qa4+ Nec6 b5 Bxb5 Rxb5 g4 Nd2 Rg8 Nb3 g3 Na5 gxh2 Nxc6 Rxf1+ Rxf1 Rxg2 Be7 Rg1 Rxg1 hxg1=Q+ Kd2 Qg2+ Kc3 d4+ Kb4 Nxc6+ Kc4 Kxe7 Rb7+ Ke6 Qxc6#,C25,Vienna Game: Zhuravlev Countergambit #2,4,81
